"20","osm:node:1223057252","no","1683","1590410401","pre-designawards-testing","6354495383469398"
"34","osm:node:1223057252","no","1266","1590414422","pre-designawards-testing","6354495383469398"
"59","osm:node:1223057252","no","1670","1590592543","pre-designawards-testing","4859090475435274"
"64","faillissementsdossier:60624485","no","3022","1590592571","pre-designawards-testing","0097580763593203"
"65","osm:node:1026622821","yes","895","1590592572","pre-designawards-testing","0097580763593203"
"67","faillissementsdossier:60624485","no","1646","1590592574","pre-designawards-testing","0097580763593203"
"68","faillissementsdossier:60624485","no","768","1590592575","pre-designawards-testing","0097580763593203"
"69","osm:node:2724283874","yes","1504","1590592576","pre-designawards-testing","0097580763593203"
"70","faillissementsdossier:71562702","no","1789","1590592578","pre-designawards-testing","0097580763593203"
"71","faillissementsdossier:60624485","no","800","1590592579","pre-designawards-testing","0097580763593203"
"72","faillissementsdossier:60624485","no","552","1590592579","pre-designawards-testing","0097580763593203"
"73","faillissementsdossier:60624485","no","2640","1590592582","pre-designawards-testing","0097580763593203"
"74","faillissementsdossier:66765897","yes","1503","1590592584","pre-designawards-testing","0097580763593203"
"75","faillissementsdossier:60624485","no","624","1590592584","pre-designawards-testing","0097580763593203"
"77","faillissementsdossier:60624485","no","640","1590592587","pre-designawards-testing","0097580763593203"
"78","faillissementsdossier:60624485","no","5319","1590592597","pre-designawards-testing","0304186031128140"
"79","faillissementsdossier:60624485","no","3717","1590592601","pre-designawards-testing","0304186031128140"
"80","osm:node:1083668064","yes","4515","1590592605","pre-designawards-testing","0304186031128140"
"81","faillissementsdossier:60624485","no","2016","1590592607","pre-designawards-testing","0304186031128140"
"82","osm:node:1101714618","yes","33400","1590592621","pre-designawards-testing","0097580763593203"
"83","faillissementsdossier:60624485","no","4887","1590592626","pre-designawards-testing","0097580763593203"
"84","faillissementsdossier:60624485","no","656","1590592626","pre-designawards-testing","0097580763593203"
"85","faillissementsdossier:68941706","no","5847","1590592632","pre-designawards-testing","0097580763593203"
"86","faillissementsdossier:60624485","no","1494","1590592634","pre-designawards-testing","0097580763593203"
"87","osm:node:1026622821","yes","840","1590592634","pre-designawards-testing","0097580763593203"
"88","faillissementsdossier:60624485","no","592","1590592635","pre-designawards-testing","0097580763593203"
"97","osm:node:1223057252","no","6764","1590665159","pre-designawards-testing","9543268163316470"
"106","osm:node:1223057252","no","1699","1590672018","pre-designawards-testing","5006134253547148"
"120","osm:node:1223057252","no","1818","1590673198","pre-designawards-testing","9543268163316470"
"128","osm:node:2788279379","no","1119","1590676443","pre-designawards-testing","3245097760821853"
"129","osm:node:2724283874","no","1490","1590676445","pre-designawards-testing","3245097760821853"
"131","osm:node:2788279379","no","668","1590676448","pre-designawards-testing","3245097760821853"
"132","osm:node:2724283874","no","637","1590676449","pre-designawards-testing","3245097760821853"
"134","osm:node:2212804857","no","2565","1590676475","pre-designawards-testing","8659744434582916"
"136","faillissementsdossier:68941706","no","840","1590676477","pre-designawards-testing","8659744434582916"
"137","osm:node:2212804857","no","1826","1590676478","pre-designawards-testing","8659744434582916"
"139","faillissementsdossier:68941706","no","522","1590676479","pre-designawards-testing","8659744434582916"
"140","osm:node:2212804857","no","36952","1590676516","pre-designawards-testing","8659744434582916"
"142","faillissementsdossier:68941706","no","1280","1590676520","pre-designawards-testing","8659744434582916"
"143","osm:node:1576572907","no","1995","1590676565","pre-designawards-testing","9693698195543827"
"144","osm:node:1083668064","no","912","1590676566","pre-designawards-testing","9693698195543827"
"145","osm:node:2507148634","no","2018","1590676568","pre-designawards-testing","9693698195543827"
"150","faillissementsdossier:73361437","no","866","1590676574","pre-designawards-testing","9693698195543827"
"151","osm:node:1223236815","no","989","1590676575","pre-designawards-testing","9693698195543827"
"152","osm:node:1576572907","no","1678","1590676653","pre-designawards-testing","9693698195543827"
"153","osm:node:1083668064","no","1262","1590676654","pre-designawards-testing","9693698195543827"
"154","osm:node:2507148634","no","846","1590676655","pre-designawards-testing","9693698195543827"
"159","faillissementsdossier:73361437","no","1161","1590676661","pre-designawards-testing","9693698195543827"
"160","osm:node:1223236815","no","1567","1590676662","pre-designawards-testing","9693698195543827"
"161","osm:node:2737865199","no","1646","1590676664","pre-designawards-testing","9693698195543827"
"162","osm:node:1208569348","no","1128","1590676665","pre-designawards-testing","9693698195543827"
"171","osm:node:1223057252","no","1064","1590676747","pre-designawards-testing","9543268163316470"
"174","osm:node:251150452","yes","2865","1590677101","pre-designawards-testing","5899738385504887"
"175","osm:node:2782391945","yes","1366","1590677102","pre-designawards-testing","5899738385504887"
"176","osm:node:2212804857","no","1663","1590677104","pre-designawards-testing","5899738385504887"
"177","osm:node:1223057252","no","1656","1590677106","pre-designawards-testing","5899738385504887"
"178","osm:node:1026622821","yes","1570","1590677107","pre-designawards-testing","5899738385504887"
"179","osm:node:2721521944","no","905","1590677108","pre-designawards-testing","5899738385504887"
"180","osm:node:2721938610","yes","5488","1590741840","pre-designawards-testing","4320386648863011"
"181","osm:node:2212804857","yes","2199","1590741842","pre-designawards-testing","4320386648863011"
"182","osm:node:1083536034","no","6617","1590741849","pre-designawards-testing","4320386648863011"
"183","osm:node:117738519","no","2501","1590741852","pre-designawards-testing","4320386648863011"
"184","osm:node:117555154","yes","1975","1590741854","pre-designawards-testing","4320386648863011"
"185","osm:node:2737865199","yes","1634","1590741855","pre-designawards-testing","4320386648863011"
"186","osm:node:2507144203","no","4150","1590741859","pre-designawards-testing","4320386648863011"
"187","faillissementsdossier:33251073","no","1945","1590741861","pre-designawards-testing","4320386648863011"
"188","osm:node:1044711285","no","4009","1590741865","pre-designawards-testing","4320386648863011"
"189","osm:node:2782391945","yes","6444","1590741872","pre-designawards-testing","4320386648863011"
"191","faillissementsdossier:63453428","yes","1778","1590741875","pre-designawards-testing","4320386648863011"
"192","faillissementsdossier:65357922","no","4612","1590741879","pre-designawards-testing","4320386648863011"
"193","osm:node:1026622821","yes","2650","1590741882","pre-designawards-testing","4320386648863011"
"194","osm:node:1308926299","no","1879","1590741884","pre-designawards-testing","4320386648863011"
"195","osm:node:1083668064","yes","1955188","1590743839","pre-designawards-testing","4320386648863011"
"196","osm:node:1069195479","yes","1706","1590743841","pre-designawards-testing","4320386648863011"
"198","faillissementsdossier:73361038","yes","3086","1590743846","pre-designawards-testing","4320386648863011"
"199","osm:node:2507148634","no","1729","1590743847","pre-designawards-testing","4320386648863011"
"200","osm:node:2721521944","no","1887","1590743849","pre-designawards-testing","4320386648863011"
"201","osm:node:1179559731","no","2725","1590743852","pre-designawards-testing","4320386648863011"
"202","faillissementsdossier:66765897","yes","3075","1590743855","pre-designawards-testing","4320386648863011"
"203","faillissementsdossier:68941706","no","1966","1590743857","pre-designawards-testing","4320386648863011"
"204","osm:node:1576572907","no","2351","1590743859","pre-designawards-testing","4320386648863011"
"206","osm:node:1089777276","no","2834","1590743864","pre-designawards-testing","4320386648863011"
"208","osm:node:251150452","yes","2457","1590743870","pre-designawards-testing","4320386648863011"
"209","osm:node:1208569348","no","9752","1590743880","pre-designawards-testing","4320386648863011"
"210","faillissementsdossier:60624485","no","2118","1590743882","pre-designawards-testing","4320386648863011"
"211","osm:node:1218638250","yes","1353","1590743883","pre-designawards-testing","4320386648863011"
"212","osm:node:2724283874","no","3951","1590743887","pre-designawards-testing","4320386648863011"
"213","faillissementsdossier:63432250","no","2422","1590743889","pre-designawards-testing","4320386648863011"
"214","osm:node:1103394120","yes","5089","1590743895","pre-designawards-testing","4320386648863011"
"215","osm:node:1223236815","yes","1855","1590743896","pre-designawards-testing","4320386648863011"
"216","osm:node:1101714618","no","4979","1590743901","pre-designawards-testing","4320386648863011"
"217","osm:node:2788279379","no","2719","1590743904","pre-designawards-testing","4320386648863011"
"219","osm:node:1223057252","no","1798","1590743910","pre-designawards-testing","4320386648863011"
"220","faillissementsdossier:71562702","no","3871","1590743914","pre-designawards-testing","4320386648863011"
"221","osm:node:1020237619","yes","2993","1590743917","pre-designawards-testing","4320386648863011"
"222","osm:node:2626432820","no","9141","1590743926","pre-designawards-testing","4320386648863011"
"223","osm:node:2721938610","yes","2676","1590920915","pre-designawards-testing","8402862469779921"
"224","osm:node:1218638250","yes","1443","1590920916","pre-designawards-testing","8402862469779921"
"225","faillissementsdossier:33251073","no","1261","1590920918","pre-designawards-testing","8402862469779921"
"226","osm:node:117555154","yes","2071","1590920920","pre-designawards-testing","8402862469779921"
"227","osm:node:1083668064","yes","1097","1590920921","pre-designawards-testing","8402862469779921"
"228","osm:node:2782391945","yes","1922","1590920923","pre-designawards-testing","8402862469779921"
"229","osm:node:2626432820","no","6390","1590920929","pre-designawards-testing","8402862469779921"
"230","faillissementsdossier:73361038","no","2431","1590920931","pre-designawards-testing","8402862469779921"
"232","faillissementsdossier:71562702","no","1717","1590920936","pre-designawards-testing","8402862469779921"
"233","faillissementsdossier:60624485","no","4878","1590920941","pre-designawards-testing","8402862469779921"
"234","osm:node:1208569348","no","1510","1590920943","pre-designawards-testing","8402862469779921"
"235","faillissementsdossier:66765897","yes","2597","1590920945","pre-designawards-testing","8402862469779921"
"236","osm:node:2507144203","no","1632","1590920947","pre-designawards-testing","8402862469779921"
"237","osm:node:117738519","no","1598","1590920948","pre-designawards-testing","8402862469779921"
"238","osm:node:1103394120","yes","2575","1590920951","pre-designawards-testing","8402862469779921"
"239","faillissementsdossier:63453428","yes","1258","1590920952","pre-designawards-testing","8402862469779921"
"240","osm:node:1069195479","yes","1485","1590920954","pre-designawards-testing","8402862469779921"
"241","faillissementsdossier:65357922","no","2251","1590920956","pre-designawards-testing","8402862469779921"
"242","osm:node:2788279379","no","5377","1590920961","pre-designawards-testing","8402862469779921"
"243","osm:node:1223236815","yes","2036","1590920963","pre-designawards-testing","8402862469779921"
"244","osm:node:2724283874","no","3500","1590920967","pre-designawards-testing","8402862469779921"
"245","faillissementsdossier:63432250","no","1179","1590920968","pre-designawards-testing","8402862469779921"
"246","osm:node:1101714618","no","5959","1590920974","pre-designawards-testing","8402862469779921"
"247","osm:node:2212804857","yes","2602","1590920977","pre-designawards-testing","8402862469779921"
"248","osm:node:2737865199","no","3610","1590920980","pre-designawards-testing","8402862469779921"
"249","osm:node:1044711285","no","1476","1590920982","pre-designawards-testing","8402862469779921"
"250","osm:node:1020237619","yes","11013","1590920993","pre-designawards-testing","8402862469779921"
"252","faillissementsdossier:73361437","no","2156","1590920996","pre-designawards-testing","8402862469779921"
"254","osm:node:1223057252","no","1147","1590921001","pre-designawards-testing","8402862469779921"
"255","osm:node:1026622821","yes","2084","1590921003","pre-designawards-testing","8402862469779921"
"256","osm:node:1308926299","no","2443","1590921005","pre-designawards-testing","8402862469779921"
"257","osm:node:1576572907","no","1108","1590921007","pre-designawards-testing","8402862469779921"
"259","osm:node:1083536034","yes","3124","1590921011","pre-designawards-testing","8402862469779921"
"261","faillissementsdossier:68941706","no","1687","1590921016","pre-designawards-testing","8402862469779921"
"262","osm:node:1179559731","no","5615","1590921021","pre-designawards-testing","8402862469779921"
"263","osm:node:2721521944","no","1654","1590921023","pre-designawards-testing","8402862469779921"
"264","osm:node:2507148634","no","1697","1590921025","pre-designawards-testing","8402862469779921"
"265","osm:node:1089777276","no","2298","1590921027","pre-designawards-testing","8402862469779921"
"266","osm:node:2090532560","no","2941","1591266692","pre-designawards-testing","9379870258428224"
"267","osm:node:2212804857","yes","1756","1591266694","pre-designawards-testing","9379870258428224"
"268","osm:node:2724283874","no","1663","1591266695","pre-designawards-testing","9379870258428224"
"269","osm:node:1641002657","no","2828","1591266698","pre-designawards-testing","9379870258428224"
"270","osm:node:1069195479","yes","1480","1591266700","pre-designawards-testing","9379870258428224"
"271","osm:node:2722209019","no","2016","1591266702","pre-designawards-testing","9379870258428224"
"273","osm:node:1083536034","yes","2471","1591266706","pre-designawards-testing","9379870258428224"
"274","osm:node:2456734510","no","2633","1591266709","pre-designawards-testing","9379870258428224"
"275","osm:node:2626432820","no","4648","1591266713","pre-designawards-testing","9379870258428224"
"276","osm:node:2724038856","no","6007","1591266719","pre-designawards-testing","9379870258428224"
